,Treatment,Error,Confounder,Y
64,1,0.020741859930890436,0.16329355309149915,1.8840354130223895
65,0,0.11545454930959183,-0.0055164322630901555,0.6099381170465017
66,0,-0.14269457586274106,-0.03099827554650055,0.3263071485907584
67,0,-0.10669481689834402,0.07284570946736112,0.4661508925690171
68,1,-0.11051463383106859,0.08140989274701772,1.6708952589159491
69,0,0.06374656123894448,0.04090080513075622,0.6046473663697007
70,1,0.11588797094797261,-0.005513736987648019,1.8103742339603244
71,1,-0.04743811971018629,-0.05069835102978826,1.6018635292600254
72,1,0.06220281565046609,-0.10945104433214825,1.6527517713183177
73,1,0.12990574810580244,-0.0380039169615177,1.7919018311442847
74,1,-0.025471675268715434,0.08491015261799613,1.7594384773492806
75,1,-0.07453592850173653,0.030839993257534774,1.656304064755798
76,1,-0.01735299165856041,-0.08205257948123779,1.6005944288602016
77,0,0.13070989064381977,0.0495174902539376,0.6802273808977574
78,1,-0.07435274551411256,-0.06919884080704239,1.556448413678845
79,1,0.01594334146080542,-0.07272279335725594,1.6432205481035496
80,1,0.18012526641233387,0.1474802035626182,2.027605469974952
81,0,-0.08727502999984504,-0.054194171309595064,0.35853079869055987
82,1,0.011191500204381708,0.11809146176041242,1.8292829619647941
83,1,0.051528112962725886,0.0010180924515962495,1.7525462054143222
84,0,0.009492841137627073,-0.04064935756691001,0.46884348357071703
85,0,-0.03243962295824332,-0.24683113733449677,0.22072923970725988
86,1,0.05118725623277595,-0.13925671569144574,1.6119305405413302
87,1,0.030758276575199108,-0.10616588431226397,1.624592392262935
88,1,0.1942970368577331,0.011383045080440276,1.9056800819381732
89,0,-0.0095402898731091,-0.1335143101402137,0.3569453999866772
90,1,0.12095772773945104,0.04032157103865222,1.8612792987781033
91,1,-0.0032560587255270144,-0.030792827478643217,1.6659511137958296
92,0,0.02688167716677506,-0.04140767635121482,0.48547400081556025
93,1,-0.024411177194946315,0.0567183721791227,1.7323071949841764
94,1,0.02061739313596699,0.06950220556349615,1.7901195986994631
95,0,0.059406724404609146,0.10388351115141362,0.6632902355560227
96,0,-0.02372123654010516,0.08778713966659255,0.5640659031264874
97,0,-0.06834844202116941,0.15639806383420124,0.5880496218130319
98,1,0.17257386002761782,0.08391537427639362,1.9564892343040114
99,0,0.11560480581813665,-0.11603239635684563,0.499572409461291
