,Treatment,Selectionbias,Error,Y
61,1,1.5992608930594265,0.08361325284175608,3.382874145901183
62,0,-0.059396811053524345,0.054578441883586015,0.49518163083006167
63,0,0.6571829179887068,0.07046343390644473,1.2276463518951515
64,1,3.4385260719015545,-0.12391277092768248,5.014613300973872
65,0,1.2874837096356584,-0.03507767494255739,1.752406034693101
66,0,-0.088226931714815,-0.009899321313987106,0.4018737469711979
67,1,1.4031810425931461,0.0827425606970767,3.185923603290223
68,1,2.6998977428034774,-0.06061919107461214,4.3392785517288655
69,0,1.5750232904744388,0.11674356939993398,2.191766859874373
70,1,3.6124106762909625,0.303282368562552,5.615693044853515
71,1,0.5904065118361306,-0.07415849019718351,2.2162480216389473
72,1,1.4362520318295227,-0.03834869723832546,3.0979033345911975
73,1,1.7264255591726503,0.06350646386493639,3.489932023037587
74,1,1.4562397736858406,0.02466051136373644,3.180900285049577
75,1,0.27589973697505377,-0.0961079070716312,1.8797918299034224
76,1,0.3705588093061474,-0.08468764868282405,1.9858711606233235
77,0,-0.0017054537359173505,0.034995209325678234,0.5332897555897609
78,0,-0.19621293565534326,0.047004814631721875,0.35079187897637865
79,1,-0.6004541137715731,0.16406517768016465,1.2636110639085916
80,1,0.3088856000327699,-0.0356680816426606,1.9732175183901093
81,1,1.675521361110663,-0.023551173242666937,3.3519701878679964
82,1,2.087485874336573,0.15280076582529856,3.9402866401618715
83,0,2.786897073060925,0.06862857913137607,3.355525652192301
84,1,1.1721596308681113,-0.14535376438151534,2.726805866486596
85,0,1.1395282522658778,0.0805889119341686,1.7201171642000463
86,1,1.866558315243612,-0.0999310594637331,3.466627255779879
87,1,0.9441779414841767,-0.02461749728354215,2.619560444200635
88,1,1.5962170734982055,0.1989160639860555,3.495133137484261
89,1,1.476141283655127,-0.20892595797390695,2.96721532568122
90,1,0.8093381276638147,0.1654323544264924,2.674770482090307
91,0,1.168828597801614,-0.07224209992378781,1.5965864978778261
92,1,-0.3380473490229199,-0.011495803107650492,1.3504568478694297
93,1,-0.03282660523045977,-0.04974152716028135,1.617431867609259
94,1,1.0419427829734629,-0.03898199924152121,2.7029607837319416
95,0,-0.13596105525272906,0.1180070166610991,0.48204596140837
96,0,0.567140314180757,-0.1316320567656448,0.9355082574151123
97,0,1.6612497992423028,0.04824081898101834,2.209490618223321
98,0,2.3631373009935714,0.09218530504950495,2.9553226060430764
99,0,0.5585956174709376,0.049068713061135937,1.1076643305320735
