,Treatment,Covariate,Error,Y
71,1,0.11666932279488273,0.009458884732790506,1.8261282075276732
72,0,-0.0013061326617374947,0.10410209619711921,0.6027959635353817
73,0,-0.10509758037966105,0.02649343815365946,0.4213958577739984
74,0,0.0700485759638315,-0.09459746091261212,0.4754511150512194
75,0,0.011436389781817219,0.11216326762449025,0.6235996574063075
76,1,-0.12126987719162381,0.12512816404929314,1.7038582868576693
77,0,-0.11563429770746118,-0.0711814868671743,0.3131842154253645
78,1,0.03245344913510108,-0.06564654138829244,1.6668069077468086
79,1,0.031865767365672086,-0.011012422378562757,1.7208533449871093
80,1,-0.01122432056523206,0.1429000448947387,1.8316757243295065
81,0,0.09993994576494494,-0.13896114716312036,0.46097879860182456
82,0,0.145444619672184,0.006972614652125013,0.6524172343243091
83,0,-0.03727905515002196,-0.07011334102796515,0.3926076038220129
84,1,-0.034544480856283546,-0.02618753793753666,1.6392679812061797
85,0,-0.17226769300615746,-0.14610949781530336,0.18162280917853918
86,1,-0.04657449573929634,0.1038933795186621,1.7573188837793656
87,1,-0.0036937007630509274,0.1101212664240266,1.8064275656609756
88,1,0.022567126416369883,-0.17246256309924832,1.5501045633171215
89,1,-0.02982452453104274,-0.014717434263583863,1.6554580412053734
90,1,0.0742266651443603,0.08755091942531842,1.8617775845696787
91,1,0.016233175393207816,-0.06501360509851638,1.6512195702946915
92,1,0.0360885432894181,-0.10480640390769769,1.6312821393817203
93,1,0.13072299187122424,0.03828079018340901,1.8690037820546332
94,0,0.10876059724039303,-0.24166273413580042,0.3670978631045926
95,1,0.09155858422121488,0.05585229351383384,1.8474108777350486
96,1,-0.014451856195135834,-0.07830645357087576,1.6072416902339883
97,0,-0.016104366939644486,0.043888203306324675,0.5277838363666801
98,0,-0.03137129712443259,-0.022963686601147667,0.44566501627441973
99,0,0.010120074551059972,0.21643325656455759,0.7265533311156176
